CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,BriefFacts
104,100151121202600104,202600104,2025-07-14,834,1121,1,2,16,68,1,27,2025-07-09 15:11:51,2025-07-10 17:11:51,2025-07-14 15:11:51,12.388279,75.895873,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
105,100131113202600105,202600105,2026-06-12,886,1113,1,2,5,56,3,33,2026-06-02 01:50:40,2026-06-02 13:50:40,2026-06-12 01:50:40,12.923659,76.095119,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1397081 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
106,100251183202600106,202600106,2024-07-11,966,1183,3,1,3,33,4,13,2024-07-02 21:03:43,2024-07-03 16:03:43,2024-07-11 21:03:43,14.742216,75.47782,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
107,100061060202600107,202600107,2025-03-02,719,1060,1,2,11,73,1,3,2025-02-20 08:16:34,2025-02-22 07:16:34,2025-03-02 08:16:34,15.370231,75.060207,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹1338549 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
108,100181138202600108,202600108,2024-05-06,757,1138,1,2,10,62,1,16,2024-04-27 04:12:27,2024-04-27 23:12:27,2024-05-06 04:12:27,14.698924,74.866047,"Fraudster contacted the victim from +918710566582 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹42799 was debited from their SBI account."
109,100161131202600109,202600109,2025-09-22,982,1131,1,2,11,94,1,23,2025-09-19 20:13:36,2025-09-20 17:13:36,2025-09-22 20:13:36,11.88947,76.954619,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹69129 and cash were stolen.
110,100301218202600110,202600110,2025-07-29,493,1218,1,2,20,54,1,16,2025-07-28 14:44:23,2025-07-29 09:44:23,2025-07-29 14:44:23,15.462505,75.093572,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
111,100291211202600111,202600111,2025-05-23,123,1211,1,2,3,51,2,33,2025-05-18 15:41:31,2025-05-19 23:41:31,2025-05-23 15:41:31,15.316886,76.159604,Miscellaneous complaint registered regarding public nuisance and damage to public property.
112,100031027202600112,202600112,2024-11-30,108,1027,1,2,4,56,2,9,2024-11-25 05:09:55,2024-11-26 16:09:55,2024-11-30 05:09:55,12.231142,76.717985,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
113,100221170202600113,202600113,2025-07-22,616,1170,1,1,15,98,2,36,2025-07-20 05:10:43,2025-07-21 06:10:43,2025-07-22 05:10:43,13.114492,78.06659,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
114,100011010202600114,202600114,2024-07-03,511,1010,1,2,17,6,1,3,2024-06-23 13:35:45,2024-06-24 22:35:45,2024-07-03 13:35:45,13.028414,77.515372,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹216518 to clear their name.
115,100011012202600115,202600115,2025-06-01,502,1012,3,1,20,95,4,20,2025-05-26 08:39:26,2025-05-26 19:39:26,2025-06-01 08:39:26,12.940423,77.511654,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
116,100051051202600116,202600116,2026-05-24,585,1051,1,2,9,84,1,50,2026-05-23 11:20:15,2026-05-25 02:20:15,2026-05-24 11:20:15,15.732661,74.535094,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹263843 and cash were stolen.
117,100051047202600117,202600117,2024-03-20,686,1047,1,2,4,25,1,2,2024-03-16 18:39:33,2024-03-16 21:39:33,2024-03-20 18:39:33,15.894936,74.487293,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
118,100031030202600118,202600118,2024-08-23,241,1030,3,2,17,27,3,36,2024-08-22 05:45:59,2024-08-24 03:45:59,2024-08-23 05:45:59,12.224895,76.62629,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹103448 and cash were stolen.
119,100011011202600119,202600119,2026-01-13,595,1011,3,2,7,32,1,18,2026-01-08 02:57:46,2026-01-09 18:57:46,2026-01-13 02:57:46,13.025314,77.621155,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
120,100041037202600120,202600120,2025-04-07,224,1037,1,2,19,87,2,35,2025-04-02 07:52:30,2025-04-03 02:52:30,2025-04-07 07:52:30,12.99757,74.826546,Three unidentified men on a motorcycle intercepted the victim. They threatened with a machete and snatched a gold chain and mobile phone.
121,100011007202600121,202600121,2025-06-20,362,1007,1,2,16,28,1,13,2025-06-12 03:33:11,2025-06-13 21:33:11,2025-06-20 03:33:11,12.889092,77.525986,Miscellaneous complaint registered regarding public nuisance and damage to public property.
122,100181140202600122,202600122,2026-05-23,338,1140,1,1,2,13,4,27,2026-05-19 01:33:01,2026-05-20 18:33:01,2026-05-23 01:33:01,14.765213,74.716131,The accused posed as a real estate agent and collected ₹243941 as advance for a site. Later it was found the documents were forged.
123,100011008202600123,202600123,2024-06-05,766,1008,3,2,7,97,4,19,2024-05-28 04:35:08,2024-05-29 11:35:08,2024-06-05 04:35:08,12.981784,77.605602,The accused posed as a real estate agent and collected ₹244144 as advance for a site. Later it was found the documents were forged.
124,100011011202600124,202600124,2024-04-01,957,1011,1,2,6,5,1,26,2024-03-29 21:44:27,2024-03-31 00:44:27,2024-04-01 21:44:27,13.038856,77.623517,"During a raid, police apprehended a suspect carrying 145 grams of MDMA intended for distribution among college students."
125,100151122202600125,202600125,2025-03-25,605,1122,1,2,5,65,1,30,2025-03-16 16:06:39,2025-03-18 02:06:39,2025-03-25 16:06:39,12.412638,75.859514,A minor went missing from outside their school. Witnesses reported seeing them being forced into a white van.
126,100011013202600126,202600126,2024-06-23,875,1013,1,2,7,23,3,40,2024-06-13 23:46:32,2024-06-15 19:46:32,2024-06-23 23:46:32,13.0614,77.55221,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹241658 and cash were stolen.
127,100201156202600127,202600127,2025-10-26,367,1156,1,1,13,31,1,29,2025-10-22 09:55:58,2025-10-22 10:55:58,2025-10-26 09:55:58,12.647267,77.319182,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
128,100121104202600128,202600128,2025-04-14,263,1104,1,1,13,88,2,33,2025-04-06 01:21:24,2025-04-06 21:21:24,2025-04-14 01:21:24,13.343292,77.018553,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
129,100261194202600129,202600129,2025-04-28,865,1194,1,1,20,48,1,27,2025-04-25 02:05:53,2025-04-26 08:05:53,2025-04-28 02:05:53,16.237784,75.647919,The accused posed as a real estate agent and collected ₹769737 as advance for a site. Later it was found the documents were forged.
130,100081077202600130,202600130,2026-04-15,640,1077,1,2,12,10,3,37,2026-04-06 00:06:42,2026-04-07 05:06:42,2026-04-15 00:06:42,15.167666,76.880473,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
131,100011014202600131,202600131,2026-04-30,697,1014,1,2,16,12,1,33,2026-04-26 17:50:37,2026-04-28 15:50:37,2026-04-30 17:50:37,12.893057,77.499937,"During a raid, police apprehended a suspect carrying 203 grams of MDMA intended for distribution among college students."
132,100031024202600132,202600132,2025-12-05,174,1024,1,2,2,55,3,23,2025-12-01 09:10:53,2025-12-02 23:10:53,2025-12-05 09:10:53,12.214495,76.607272,"Fraudster contacted the victim from +916297265480 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹41621 was debited from their SBI account."
133,100081070202600133,202600133,2024-04-17,491,1070,1,1,15,49,2,25,2024-04-10 05:13:12,2024-04-11 05:13:12,2024-04-17 05:13:12,15.125903,76.916399,Miscellaneous complaint registered regarding public nuisance and damage to public property.
134,100011011202600134,202600134,2026-04-17,574,1011,1,2,18,55,3,35,2026-04-16 18:34:16,2026-04-17 14:34:16,2026-04-17 18:34:16,13.052478,77.62995,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹298791 to UPI ID invest169@okicici. When trying to withdraw, the scammers vanished."
135,100011004202600135,202600135,2025-01-19,884,1004,3,2,1,31,1,14,2025-01-12 11:55:03,2025-01-14 03:55:03,2025-01-19 11:55:03,13.036241,77.499527,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
136,100011010202600136,202600136,2024-02-22,243,1010,1,2,17,38,1,15,2024-02-18 03:48:51,2024-02-18 07:48:51,2024-02-22 03:48:51,13.041617,77.477847,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹226166 and cash were stolen.
137,100171137202600137,202600137,2026-06-13,523,1137,1,2,10,36,4,4,2026-06-04 22:57:00,2026-06-05 13:57:00,2026-06-13 22:57:00,13.265018,75.693612,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹206740 and cash were stolen.
138,100041043202600138,202600138,2024-09-29,813,1043,1,2,14,53,1,10,2024-09-20 01:26:18,2024-09-20 22:26:18,2024-09-29 01:26:18,12.896214,74.781739,The accused posed as a real estate agent and collected ₹547952 as advance for a site. Later it was found the documents were forged.
139,100011003202600139,202600139,2026-04-15,526,1003,1,2,18,68,4,9,2026-04-06 15:25:09,2026-04-07 18:25:09,2026-04-15 15:25:09,13.032868,77.621969,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
140,100011005202600140,202600140,2024-11-11,789,1005,1,2,20,78,1,3,2024-11-06 20:56:34,2024-11-07 21:56:34,2024-11-11 20:56:34,12.972873,77.514444,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹70727 and cash were stolen.
141,100221166202600141,202600141,2026-05-18,872,1166,3,1,16,32,1,45,2026-05-16 03:27:21,2026-05-18 03:27:21,2026-05-18 03:27:21,13.09988,78.088498,Victim received a video call from someone claiming to be CBI. They were told a FedEx courier with drugs was seized in their name. They transferred ₹465854 to clear their name.
142,100051047202600142,202600142,2025-09-08,609,1047,1,2,15,13,1,47,2025-09-02 03:30:53,2025-09-03 12:30:53,2025-09-08 03:30:53,15.900981,74.473454,"During a raid, police apprehended a suspect carrying 382 grams of MDMA intended for distribution among college students."
143,100031029202600143,202600143,2024-11-11,837,1029,1,1,14,38,2,10,2024-11-01 13:08:30,2024-11-03 03:08:30,2024-11-11 13:08:30,12.211857,76.699788,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹158509 and cash were stolen.
144,100011004202600144,202600144,2025-08-13,757,1004,3,2,16,59,3,11,2025-08-05 01:27:11,2025-08-07 00:27:11,2025-08-13 01:27:11,13.039865,77.514014,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
145,100111094202600145,202600145,2024-09-19,149,1094,1,1,1,53,1,9,2024-09-17 22:40:59,2024-09-19 17:40:59,2024-09-19 22:40:59,14.038732,75.485807,"Fraudster contacted the victim from +917881625505 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹17061 was debited from their SBI account."
146,100191148202600146,202600146,2024-04-15,599,1148,1,2,1,1,4,35,2024-04-07 14:01:42,2024-04-09 09:01:42,2024-04-15 14:01:42,12.824999,75.109397,The accused posed as a real estate agent and collected ₹109585 as advance for a site. Later it was found the documents were forged.
147,100041034202600147,202600147,2024-01-26,198,1034,1,2,17,20,2,16,2024-01-23 23:35:45,2024-01-24 06:35:45,2024-01-26 23:35:45,12.8509,74.781519,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
148,100011009202600148,202600148,2025-01-27,800,1009,1,2,3,84,2,42,2025-01-23 02:49:56,2025-01-23 22:49:56,2025-01-27 02:49:56,12.906381,77.608329,The victim was found murdered in an isolated plot. Preliminary investigation suggests previous enmity as the motive.
149,100131107202600149,202600149,2025-09-21,978,1107,1,1,4,68,3,3,2025-09-15 13:52:12,2025-09-17 02:52:12,2025-09-21 13:52:12,12.907805,76.172091,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹194887 and cash were stolen.
150,100011015202600150,202600150,2026-05-30,970,1015,3,2,11,3,2,14,2026-05-29 11:14:40,2026-05-29 23:14:40,2026-05-30 11:14:40,13.022961,77.598319,A group of individuals engaged in a physical altercation near the market. The victim sustained head injuries after being hit with an iron rod.
151,100051050202600151,202600151,2024-04-29,841,1050,1,2,3,65,1,48,2024-04-26 12:26:15,2024-04-28 09:26:15,2024-04-29 12:26:15,15.933535,74.583242,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹197838 and cash were stolen.
152,100291210202600152,202600152,2024-05-31,749,1210,1,2,9,58,4,32,2024-05-25 17:59:24,2024-05-25 19:59:24,2024-05-31 17:59:24,15.248452,76.104226,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹269853 and cash were stolen.
153,100011009202600153,202600153,2025-08-06,374,1009,1,1,5,49,1,46,2025-08-04 04:55:58,2025-08-04 10:55:58,2025-08-06 04:55:58,12.919123,77.607656,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹228177 and cash were stolen.
154,100151122202600154,202600154,2025-08-28,541,1122,1,2,15,72,1,36,2025-08-26 06:09:36,2025-08-26 18:09:36,2025-08-28 06:09:36,12.415928,75.874514,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹77931 and cash were stolen.
155,100031025202600155,202600155,2024-02-10,672,1025,1,1,8,74,1,34,2024-02-08 19:06:53,2024-02-10 18:06:53,2024-02-10 19:06:53,12.326859,76.605343,"Fraudster contacted the victim from +918287955558 claiming to be bank staff. They asked to install an APK file. Shortly after, ₹44120 was debited from their SBI account."
156,100011007202600156,202600156,2024-09-20,352,1007,1,1,16,77,3,40,2024-09-14 07:28:59,2024-09-15 00:28:59,2024-09-20 07:28:59,12.862744,77.521056,"Complainant was added to a WhatsApp group promising 300% guaranteed returns. They transferred ₹612889 to UPI ID user160@ybl. When trying to withdraw, the scammers vanished."
157,100011002202600157,202600157,2024-07-29,708,1002,1,2,5,39,2,21,2024-07-22 11:24:56,2024-07-24 05:24:56,2024-07-29 11:24:56,12.922434,77.552907,Unknown persons broke the front door lock of the house during the night. Gold ornaments worth ₹298728 and cash were stolen.
