CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PoliceStationID,latitude,longitude,CaseCategoryID,GravityOffenceID,CaseStatusID,CrimeType,BriefFacts
247,"undefined","undefined","undefined",1013,undefined,undefined,1,2,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
248,"undefined","undefined","undefined",1224,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
249,"undefined","undefined","undefined",1115,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
250,"undefined","undefined","undefined",1004,undefined,undefined,1,1,4,"Murder/Attempt","Detailed facts about Murder/Attempt"
251,"undefined","undefined","undefined",1010,undefined,undefined,1,1,3,"Others","Detailed facts about Others"
252,"undefined","undefined","undefined",1016,undefined,undefined,1,2,3,"Kidnapping","Detailed facts about Kidnapping"
253,"undefined","undefined","undefined",1112,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
254,"undefined","undefined","undefined",1165,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
255,"undefined","undefined","undefined",1013,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
256,"undefined","undefined","undefined",1007,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
257,"undefined","undefined","undefined",1121,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
258,"undefined","undefined","undefined",1225,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
259,"undefined","undefined","undefined",1047,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
260,"undefined","undefined","undefined",1024,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
261,"undefined","undefined","undefined",1085,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
262,"undefined","undefined","undefined",1053,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
263,"undefined","undefined","undefined",1187,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
264,"undefined","undefined","undefined",1212,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
265,"undefined","undefined","undefined",1158,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
266,"undefined","undefined","undefined",1025,undefined,undefined,1,2,4,"Assault/Violent","Detailed facts about Assault/Violent"
267,"undefined","undefined","undefined",1014,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
268,"undefined","undefined","undefined",1005,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
269,"undefined","undefined","undefined",1011,undefined,undefined,1,2,4,"Assault/Violent","Detailed facts about Assault/Violent"
270,"undefined","undefined","undefined",1006,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
271,"undefined","undefined","undefined",1204,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
272,"undefined","undefined","undefined",1003,undefined,undefined,1,1,3,"Cybercrime","Detailed facts about Cybercrime"
273,"undefined","undefined","undefined",1015,undefined,undefined,1,1,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
274,"undefined","undefined","undefined",1035,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
275,"undefined","undefined","undefined",1010,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
276,"undefined","undefined","undefined",1014,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
277,"undefined","undefined","undefined",1087,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
278,"undefined","undefined","undefined",1007,undefined,undefined,1,1,2,"Kidnapping","Detailed facts about Kidnapping"
279,"undefined","undefined","undefined",1005,undefined,undefined,1,2,4,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
280,"undefined","undefined","undefined",1119,undefined,undefined,1,1,1,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
281,"undefined","undefined","undefined",1145,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
282,"undefined","undefined","undefined",1229,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
283,"undefined","undefined","undefined",1046,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
284,"undefined","undefined","undefined",1014,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
285,"undefined","undefined","undefined",1008,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
286,"undefined","undefined","undefined",1011,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
287,"undefined","undefined","undefined",1006,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
288,"undefined","undefined","undefined",1032,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
289,"undefined","undefined","undefined",1007,undefined,undefined,1,1,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
290,"undefined","undefined","undefined",1011,undefined,undefined,1,1,4,"Murder/Attempt","Detailed facts about Murder/Attempt"
291,"undefined","undefined","undefined",1015,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
292,"undefined","undefined","undefined",1005,undefined,undefined,1,2,3,"Narcotics","Detailed facts about Narcotics"
293,"undefined","undefined","undefined",1025,undefined,undefined,1,2,3,"Theft/Property","Detailed facts about Theft/Property"
294,"undefined","undefined","undefined",1124,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
295,"undefined","undefined","undefined",1010,undefined,undefined,1,2,4,"Cybercrime","Detailed facts about Cybercrime"
296,"undefined","undefined","undefined",1011,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
297,"undefined","undefined","undefined",1222,undefined,undefined,1,2,3,"Others","Detailed facts about Others"
298,"undefined","undefined","undefined",1010,undefined,undefined,1,1,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
299,"undefined","undefined","undefined",1168,undefined,undefined,1,1,2,"Theft/Property","Detailed facts about Theft/Property"
300,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
301,"undefined","undefined","undefined",1012,undefined,undefined,1,2,4,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
302,"undefined","undefined","undefined",1002,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
303,"undefined","undefined","undefined",1012,undefined,undefined,1,1,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
304,"undefined","undefined","undefined",1064,undefined,undefined,1,2,4,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
305,"undefined","undefined","undefined",1010,undefined,undefined,1,1,3,"Narcotics","Detailed facts about Narcotics"
306,"undefined","undefined","undefined",1006,undefined,undefined,1,2,1,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
307,"undefined","undefined","undefined",1012,undefined,undefined,1,2,4,"Theft/Property","Detailed facts about Theft/Property"
308,"undefined","undefined","undefined",1168,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
309,"undefined","undefined","undefined",1002,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
310,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
311,"undefined","undefined","undefined",1024,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
312,"undefined","undefined","undefined",1002,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
313,"undefined","undefined","undefined",1061,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
314,"undefined","undefined","undefined",1008,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
315,"undefined","undefined","undefined",1014,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
316,"undefined","undefined","undefined",1019,undefined,undefined,1,2,3,"Cybercrime","Detailed facts about Cybercrime"
317,"undefined","undefined","undefined",1025,undefined,undefined,1,2,4,"Narcotics","Detailed facts about Narcotics"
318,"undefined","undefined","undefined",1013,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
319,"undefined","undefined","undefined",1229,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
320,"undefined","undefined","undefined",1006,undefined,undefined,1,2,3,"Assault/Violent","Detailed facts about Assault/Violent"
321,"undefined","undefined","undefined",1003,undefined,undefined,1,1,3,"Assault/Violent","Detailed facts about Assault/Violent"
322,"undefined","undefined","undefined",1125,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
323,"undefined","undefined","undefined",1010,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
324,"undefined","undefined","undefined",1123,undefined,undefined,1,1,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
325,"undefined","undefined","undefined",1104,undefined,undefined,1,2,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
326,"undefined","undefined","undefined",1032,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
327,"undefined","undefined","undefined",1157,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
328,"undefined","undefined","undefined",1008,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
329,"undefined","undefined","undefined",1163,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
330,"undefined","undefined","undefined",1014,undefined,undefined,1,1,2,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
331,"undefined","undefined","undefined",1024,undefined,undefined,1,2,4,"Narcotics","Detailed facts about Narcotics"
332,"undefined","undefined","undefined",1083,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
333,"undefined","undefined","undefined",1045,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
334,"undefined","undefined","undefined",1002,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
335,"undefined","undefined","undefined",1013,undefined,undefined,1,1,2,"Narcotics","Detailed facts about Narcotics"
336,"undefined","undefined","undefined",1015,undefined,undefined,1,1,3,"Theft/Property","Detailed facts about Theft/Property"
337,"undefined","undefined","undefined",1009,undefined,undefined,1,2,2,"Narcotics","Detailed facts about Narcotics"
338,"undefined","undefined","undefined",1008,undefined,undefined,1,2,3,"Robbery/Dacoity","Detailed facts about Robbery/Dacoity"
339,"undefined","undefined","undefined",1055,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
340,"undefined","undefined","undefined",1011,undefined,undefined,1,1,2,"Assault/Violent","Detailed facts about Assault/Violent"
341,"undefined","undefined","undefined",1040,undefined,undefined,1,2,3,"Kidnapping","Detailed facts about Kidnapping"
342,"undefined","undefined","undefined",1218,undefined,undefined,1,2,1,"Kidnapping","Detailed facts about Kidnapping"
343,"undefined","undefined","undefined",1008,undefined,undefined,1,1,2,"Cybercrime","Detailed facts about Cybercrime"
344,"undefined","undefined","undefined",1058,undefined,undefined,1,2,1,"Others","Detailed facts about Others"
345,"undefined","undefined","undefined",1014,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
346,"undefined","undefined","undefined",1028,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
347,"undefined","undefined","undefined",1064,undefined,undefined,1,2,3,"Others","Detailed facts about Others"
348,"undefined","undefined","undefined",1004,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
349,"undefined","undefined","undefined",1060,undefined,undefined,1,1,1,"Assault/Violent","Detailed facts about Assault/Violent"
350,"undefined","undefined","undefined",1025,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
351,"undefined","undefined","undefined",1056,undefined,undefined,1,1,1,"Theft/Property","Detailed facts about Theft/Property"
352,"undefined","undefined","undefined",1004,undefined,undefined,1,1,2,"Murder/Attempt","Detailed facts about Murder/Attempt"
353,"undefined","undefined","undefined",1188,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
354,"undefined","undefined","undefined",1209,undefined,undefined,1,1,1,"Cybercrime","Detailed facts about Cybercrime"
355,"undefined","undefined","undefined",1132,undefined,undefined,1,2,1,"Theft/Property","Detailed facts about Theft/Property"
356,"undefined","undefined","undefined",1158,undefined,undefined,1,1,3,"Theft/Property","Detailed facts about Theft/Property"
357,"undefined","undefined","undefined",1007,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
358,"undefined","undefined","undefined",1126,undefined,undefined,1,2,2,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
359,"undefined","undefined","undefined",1041,undefined,undefined,1,2,4,"Fraud/Cheating","Detailed facts about Fraud/Cheating"
360,"undefined","undefined","undefined",1015,undefined,undefined,1,2,2,"Cybercrime","Detailed facts about Cybercrime"
361,"undefined","undefined","undefined",1102,undefined,undefined,1,2,2,"Assault/Violent","Detailed facts about Assault/Violent"
362,"undefined","undefined","undefined",1058,undefined,undefined,1,2,1,"Murder/Attempt","Detailed facts about Murder/Attempt"
363,"undefined","undefined","undefined",1156,undefined,undefined,1,2,1,"Cybercrime","Detailed facts about Cybercrime"
364,"undefined","undefined","undefined",1132,undefined,undefined,1,2,2,"Theft/Property","Detailed facts about Theft/Property"
365,"undefined","undefined","undefined",1007,undefined,undefined,1,2,1,"Assault/Violent","Detailed facts about Assault/Violent"
366,"undefined","undefined","undefined",1027,undefined,undefined,1,2,2,"Others","Detailed facts about Others"
